Student_ID,CGPA,Bachelors_Degree,Skills,Languages,Job_Experience,Duration_of_Internship_or_Job,Extra_Curricular,Research_Paper
1183,3.77,Artificial Intelligence,"Artificial Intelligence, SQL, DevOps, Computer Networks, Data Structures & Algorithms (DSA)","C++, R",Hardware Engineer,10 months,"Debating Society, Coding Club",No
1184,3.11,Information Technology,"Machine Learning, Data Structures & Algorithms (DSA), Computer Networks, PostgreSQL, DevOps","R, C++",Software Developer,11 months,"Music Club, Volunteering",No
1185,3.42,Electrical Engineering,"Cloud Computing, Artificial Intelligence",Ruby,Research Assistant,22 months,Music Club,No
1186,2.97,Data Science,"PostgreSQL, Cloud Computing, SQL","Ruby, R",Hardware Engineer,9 months,"Coding Club, Volunteering, Music Club",Yes
1187,3.66,Electrical Engineering,"SQL, Data Structures & Algorithms (DSA), DevOps, Machine Learning, Artificial Intelligence","JavaScript, Ruby, C++",Network Engineer,23 months,"Sports Club, Student Government",Yes
1188,3.91,Chemical Engineering,"Data Structures & Algorithms (DSA), Artificial Intelligence",JavaScript,Research Assistant,24 months,Volunteering,No
1189,3.03,Robotics,"Artificial Intelligence, Cloud Computing","C++, JavaScript",Systems Engineer,12 months,Student Government,Yes
1190,3.76,Mechanical Engineering,"DevOps, Web Development, PostgreSQL, Artificial Intelligence","Python, C++",Software Developer,9 months,"Sports Club, Art Club",Yes
1191,3.2,Electrical Engineering,"Web Development, SQL",Ruby,Systems Engineer,24 months,"Volunteering, Music Club, Art Club",Yes
1192,2.5,Civil Engineering,"Cloud Computing, Operating Systems, Artificial Intelligence, Machine Learning, PostgreSQL","Python, C++",Software Developer,7 months,"Volunteering, Coding Club",Yes
1193,2.58,Electrical Engineering,"DevOps, PostgreSQL",Ruby,Network Engineer,11 months,Sports Club,Yes
1194,3.65,Robotics,"Computer Networks, DevOps, Data Structures & Algorithms (DSA)","C, Python",Data Analyst,12 months,"Coding Club, Volunteering, Debating Society",No
1195,2.78,Artificial Intelligence,"Web Development, Computer Networks, Machine Learning","JavaScript, C++",Network Engineer,22 months,"Volunteering, Coding Club",Yes
1196,2.99,Civil Engineering,"PostgreSQL, Web Development","C++, JavaScript",Software Developer,7 months,Sports Club,Yes
1197,2.73,Data Science,"Data Structures & Algorithms (DSA), Web Development, DevOps",C,Systems Engineer,13 months,"Debating Society, Music Club",Yes
1198,3.41,Information Technology,"Data Structures & Algorithms (DSA), PostgreSQL, DevOps, Web Development","JavaScript, Java, Python",Research Assistant,14 months,"Music Club, Volunteering",Yes
1199,2.05,Electrical Engineering,"Data Structures & Algorithms (DSA), SQL, Web Development",R,Systems Engineer,15 months,Student Government,No
1200,2.13,Data Science,"Computer Networks, Operating Systems","R, Python, C",Software Developer,20 months,Volunteering,No
1201,3.51,Information Technology,"Artificial Intelligence, PostgreSQL, Operating Systems, Computer Networks, DevOps","Python, R, JavaScript",Systems Engineer,9 months,Coding Club,Yes
1202,3.04,Data Science,"Machine Learning, DevOps, Computer Networks","C++, R, C",Software Developer,21 months,"Coding Club, Art Club",No
1203,3.05,Civil Engineering,"Data Structures & Algorithms (DSA), Machine Learning, PostgreSQL, Computer Networks",JavaScript,Hardware Engineer,10 months,"Debating Society, Art Club, Volunteering",No
1204,3.99,Artificial Intelligence,"PostgreSQL, Computer Networks, Operating Systems, Data Structures & Algorithms (DSA), Artificial Intelligence",Ruby,Research Assistant,17 months,Volunteering,No
1205,3.54,Information Technology,"DevOps, Computer Networks, Web Development, Cloud Computing",JavaScript,Hardware Engineer,3 months,"Student Government, Coding Club",Yes
1206,2.45,Electrical Engineering,"PostgreSQL, Computer Networks, SQL, DevOps","C++, Java",Data Analyst,8 months,"Sports Club, Art Club",No
1207,2.01,Artificial Intelligence,"Cloud Computing, PostgreSQL, Machine Learning, SQL, Artificial Intelligence",R,Software Developer,10 months,"Debating Society, Student Government, Coding Club",No
1208,2.11,Robotics,"Operating Systems, SQL, Machine Learning, Artificial Intelligence, Data Structures & Algorithms (DSA)","Java, JavaScript, R",Software Developer,15 months,Coding Club,Yes
1209,2.21,Robotics,"Data Structures & Algorithms (DSA), Computer Networks",Ruby,Data Analyst,11 months,"Coding Club, Music Club, Debating Society",No
1210,2.09,Mechanical Engineering,"Machine Learning, PostgreSQL, Data Structures & Algorithms (DSA), Operating Systems",Java,Systems Engineer,10 months,Student Government,Yes
1211,2.46,Data Science,"Artificial Intelligence, Operating Systems",R,Research Assistant,23 months,Art Club,Yes
1212,3.35,Chemical Engineering,"Operating Systems, Artificial Intelligence, Data Structures & Algorithms (DSA)","C++, Ruby, JavaScript",Research Assistant,24 months,"Art Club, Debating Society, Coding Club",No
1213,3.08,Civil Engineering,"Computer Networks, Cloud Computing","Java, R",Hardware Engineer,15 months,Volunteering,Yes
1214,2.22,Mechanical Engineering,"Web Development, DevOps, Computer Networks",C++,Software Developer,10 months,"Volunteering, Debating Society",Yes
1215,3.9,Chemical Engineering,"Web Development, DevOps, Machine Learning, Operating Systems, Cloud Computing","C++, Java, Python",Network Engineer,7 months,"Sports Club, Music Club",No
1216,2.84,Civil Engineering,"Machine Learning, Artificial Intelligence, Data Structures & Algorithms (DSA), Computer Networks, Web Development","C++, JavaScript",Network Engineer,11 months,"Debating Society, Music Club",Yes
1217,2.72,Civil Engineering,"Artificial Intelligence, SQL, Operating Systems, Computer Networks","Java, JavaScript, R",Research Assistant,13 months,"Coding Club, Debating Society, Student Government",No
1218,2.13,Civil Engineering,"Computer Networks, Operating Systems, Data Structures & Algorithms (DSA), Artificial Intelligence, Cloud Computing","Ruby, C, C++",Software Developer,18 months,Music Club,Yes
1219,3.21,Artificial Intelligence,"Cloud Computing, Operating Systems, Artificial Intelligence, Data Structures & Algorithms (DSA), Machine Learning","C, Ruby",Data Analyst,13 months,"Sports Club, Art Club",No
1220,3.15,Robotics,"PostgreSQL, Operating Systems, DevOps, Computer Networks, Data Structures & Algorithms (DSA)","C++, Java",Hardware Engineer,9 months,Art Club,Yes
1221,2.48,Software Engineering,"SQL, Machine Learning, Operating Systems, DevOps","C, Python, Java",Data Analyst,3 months,"Music Club, Coding Club",Yes
1222,3.49,Civil Engineering,"Web Development, PostgreSQL, Artificial Intelligence, Operating Systems",Ruby,Systems Engineer,10 months,"Student Government, Sports Club",No
1223,2.66,Artificial Intelligence,"SQL, PostgreSQL, Machine Learning, Artificial Intelligence, Web Development","C, Java, Python",Research Assistant,5 months,"Student Government, Sports Club",No
1224,3.62,Mechanical Engineering,"Data Structures & Algorithms (DSA), Machine Learning, Cloud Computing, Artificial Intelligence",Python,Software Developer,14 months,"Sports Club, Volunteering",No
1225,3.32,Electrical Engineering,"Data Structures & Algorithms (DSA), Machine Learning",Ruby,Software Developer,22 months,"Music Club, Student Government, Debating Society",Yes
1226,2.69,Robotics,"Operating Systems, PostgreSQL, Web Development, Cloud Computing","Java, Ruby",Hardware Engineer,20 months,"Sports Club, Volunteering",No
1227,3.6,Software Engineering,"Artificial Intelligence, DevOps, SQL, Web Development",R,Hardware Engineer,19 months,Music Club,No
1228,3.6,Mechanical Engineering,"PostgreSQL, DevOps, SQL, Data Structures & Algorithms (DSA), Artificial Intelligence","C, C++",Network Engineer,10 months,"Debating Society, Music Club, Art Club",Yes
1229,2.94,Chemical Engineering,"Computer Networks, Artificial Intelligence, PostgreSQL, DevOps",JavaScript,Data Analyst,10 months,"Art Club, Student Government, Coding Club",No
1230,2.17,Computer Engineering,"Web Development, DevOps, PostgreSQL, Operating Systems, Data Structures & Algorithms (DSA)","JavaScript, Ruby",Systems Engineer,4 months,"Debating Society, Volunteering, Sports Club",No
1231,3.42,Robotics,"DevOps, Data Structures & Algorithms (DSA), Computer Networks","Python, JavaScript, Ruby",Network Engineer,3 months,"Sports Club, Volunteering",No
1232,3.1,Data Science,"Cloud Computing, Web Development, SQL, PostgreSQL",C++,Network Engineer,15 months,Sports Club,No
1233,3.62,Chemical Engineering,"DevOps, SQL, Cloud Computing","JavaScript, Ruby",Software Developer,18 months,"Art Club, Volunteering",No
1234,3.02,Computer Engineering,"Operating Systems, SQL, Web Development, PostgreSQL, Data Structures & Algorithms (DSA)","Python, C, R",Software Developer,10 months,"Music Club, Debating Society",No
1235,2.32,Civil Engineering,"Cloud Computing, Computer Networks, Data Structures & Algorithms (DSA), DevOps, SQL",JavaScript,Systems Engineer,10 months,"Volunteering, Student Government",Yes
1236,3.4,Chemical Engineering,"Computer Networks, Web Development, Operating Systems",C++,Network Engineer,24 months,Volunteering,No
1237,2.58,Electrical Engineering,"Data Structures & Algorithms (DSA), Operating Systems, PostgreSQL, Web Development","JavaScript, C++, C",Systems Engineer,6 months,"Student Government, Volunteering, Art Club",Yes
1238,3.87,Computer Engineering,"Operating Systems, Data Structures & Algorithms (DSA), Cloud Computing, SQL","Java, Python, C",Network Engineer,20 months,"Coding Club, Sports Club",No
1239,2.59,Artificial Intelligence,"DevOps, Web Development, Artificial Intelligence","JavaScript, C++",Hardware Engineer,23 months,Music Club,No
1240,2.74,Robotics,"Artificial Intelligence, PostgreSQL",Java,Research Assistant,4 months,Volunteering,Yes
1241,3.35,Robotics,"Cloud Computing, Web Development, Data Structures & Algorithms (DSA), SQL","Java, C",Software Developer,13 months,"Music Club, Student Government",Yes
1242,2.67,Information Technology,"PostgreSQL, Cloud Computing, SQL, Web Development, Artificial Intelligence","C, R",Network Engineer,21 months,"Sports Club, Coding Club, Debating Society",No
1243,3.09,Mechanical Engineering,"DevOps, Data Structures & Algorithms (DSA), Operating Systems, Artificial Intelligence",Java,Systems Engineer,3 months,"Volunteering, Music Club",No
1244,2.52,Data Science,"Cloud Computing, SQL, Computer Networks",C,Research Assistant,20 months,Sports Club,No
1245,3.54,Artificial Intelligence,"PostgreSQL, Computer Networks, SQL","C++, JavaScript, Ruby",Hardware Engineer,10 months,Student Government,Yes
1246,2.83,Chemical Engineering,"Artificial Intelligence, Cloud Computing, SQL","Java, R, JavaScript",Systems Engineer,24 months,"Music Club, Volunteering, Sports Club",Yes
1247,2.88,Data Science,"Operating Systems, DevOps",C++,Data Analyst,4 months,Student Government,Yes
1248,3.52,Data Science,"Artificial Intelligence, Data Structures & Algorithms (DSA), Cloud Computing","R, Python, Java",Hardware Engineer,20 months,"Debating Society, Volunteering, Coding Club",Yes
1249,2.41,Electrical Engineering,"Cloud Computing, SQL","Ruby, JavaScript, R",Network Engineer,22 months,"Coding Club, Volunteering",Yes
1250,2.59,Chemical Engineering,"Cloud Computing, Operating Systems, PostgreSQL, Web Development, Data Structures & Algorithms (DSA)",C++,Data Analyst,3 months,"Music Club, Volunteering",Yes
1251,3.68,Software Engineering,"Artificial Intelligence, DevOps, Machine Learning, Data Structures & Algorithms (DSA), PostgreSQL",JavaScript,Research Assistant,8 months,Sports Club,No
1252,2.5,Information Technology,"Machine Learning, Cloud Computing",R,Network Engineer,22 months,"Music Club, Sports Club",Yes
1253,3.19,Mechanical Engineering,"Data Structures & Algorithms (DSA), Cloud Computing","R, Java, Ruby",Data Analyst,12 months,Volunteering,No
1254,3.02,Software Engineering,"Cloud Computing, Operating Systems","Python, C++",Research Assistant,12 months,Student Government,No
1255,2.71,Mechanical Engineering,"DevOps, Machine Learning, Cloud Computing",R,Hardware Engineer,11 months,"Debating Society, Art Club, Music Club",Yes
1256,3.13,Artificial Intelligence,"SQL, Computer Networks",R,Data Analyst,5 months,"Debating Society, Sports Club, Art Club",No
1257,3.8,Chemical Engineering,"Artificial Intelligence, Cloud Computing, Data Structures & Algorithms (DSA), Web Development",C,Systems Engineer,7 months,"Volunteering, Art Club, Coding Club",No
1258,3.23,Computer Engineering,"PostgreSQL, Operating Systems, Web Development",R,Hardware Engineer,22 months,"Student Government, Volunteering, Coding Club",No
1259,2.85,Software Engineering,"Operating Systems, Artificial Intelligence","C++, C",Data Analyst,12 months,"Coding Club, Student Government, Art Club",Yes
1260,3.47,Software Engineering,"Cloud Computing, Web Development, Operating Systems","R, C++, Ruby",Data Analyst,14 months,"Coding Club, Art Club, Volunteering",Yes
1261,3.09,Robotics,"Cloud Computing, PostgreSQL","Java, C++",Network Engineer,24 months,"Sports Club, Music Club, Art Club",No
1262,3.19,Computer Engineering,"Artificial Intelligence, Data Structures & Algorithms (DSA)",Ruby,Network Engineer,16 months,"Volunteering, Art Club, Music Club",Yes
1263,3.11,Electrical Engineering,"Web Development, Artificial Intelligence, DevOps","R, C++",Network Engineer,10 months,Coding Club,Yes
1264,3.28,Artificial Intelligence,"Cloud Computing, Machine Learning, PostgreSQL, Artificial Intelligence",JavaScript,Research Assistant,20 months,Volunteering,Yes
1265,2.57,Software Engineering,"Operating Systems, Artificial Intelligence, PostgreSQL, Cloud Computing",R,Hardware Engineer,8 months,"Coding Club, Volunteering",Yes
1266,3.08,Information Technology,"SQL, Computer Networks, Artificial Intelligence, Operating Systems, Machine Learning","C, R, Java",Data Analyst,12 months,"Sports Club, Art Club",No
1267,3.35,Computer Engineering,"Computer Networks, Cloud Computing, PostgreSQL, Operating Systems, Web Development","Java, C++",Research Assistant,18 months,"Student Government, Debating Society, Music Club",Yes
1268,2.46,Software Engineering,"Cloud Computing, Computer Networks, PostgreSQL",JavaScript,Software Developer,20 months,Sports Club,No
1269,2.75,Information Technology,"DevOps, PostgreSQL, Web Development, Cloud Computing",Java,Data Analyst,10 months,"Debating Society, Coding Club",Yes
1270,3.79,Computer Engineering,"DevOps, SQL, Web Development",C,Systems Engineer,13 months,Coding Club,No
1271,2.37,Software Engineering,"Artificial Intelligence, DevOps",R,Software Developer,8 months,"Coding Club, Student Government, Sports Club",Yes
1272,3.4,Software Engineering,"Cloud Computing, Data Structures & Algorithms (DSA)",Java,Research Assistant,7 months,"Debating Society, Volunteering, Art Club",Yes
1273,2.93,Information Technology,"Artificial Intelligence, SQL, Web Development",Python,Data Analyst,19 months,Art Club,No
1274,2.72,Computer Engineering,"PostgreSQL, Machine Learning, Data Structures & Algorithms (DSA), Computer Networks, DevOps",Ruby,Systems Engineer,4 months,"Coding Club, Music Club",Yes
